Entry_ID,Date Announced,DetectedDistrict,Detected State,State code =,Reported Cases,Recovered,Deaths
587123,05/05/2021,Angul,Odisha,OR,,,
587124,05/05/2021,Balasore,Odisha,OR,,,
587125,05/05/2021,Bargarh,Odisha,OR,,,
587126,05/05/2021,Bhadrak,Odisha,OR,,,
587127,05/05/2021,Balangir,Odisha,OR,,,
587128,05/05/2021,Boudh,Odisha,OR,,,
587129,05/05/2021,Cuttack,Odisha,OR,,,
587130,05/05/2021,Deogarh,Odisha,OR,,,
587131,05/05/2021,Dhenkanal,Odisha,OR,,,
587132,05/05/2021,Gajapati,Odisha,OR,,,
587133,05/05/2021,Ganjam,Odisha,OR,,,
587134,05/05/2021,Jagatsinghpur,Odisha,OR,,,
587135,05/05/2021,Jajpur,Odisha,OR,,,
587136,05/05/2021,Jharsuguda,Odisha,OR,,,
587137,05/05/2021,Kalahandi,Odisha,OR,,,
587138,05/05/2021,Kandhamal,Odisha,OR,,,
587139,05/05/2021,Kendrapara,Odisha,OR,,,
587140,05/05/2021,Kendujhar,Odisha,OR,,,
587141,05/05/2021,Khordha,Odisha,OR,,,
587142,05/05/2021,Koraput,Odisha,OR,,,
587143,05/05/2021,Malkangiri,Odisha,OR,,,
587144,05/05/2021,Mayurbhanj,Odisha,OR,,,
587145,05/05/2021,Nabarangapur,Odisha,OR,,,
587146,05/05/2021,Nayagarh,Odisha,OR,,,
587147,05/05/2021,Nuapada,Odisha,OR,,,
587148,05/05/2021,Puri,Odisha,OR,,,
587149,05/05/2021,Rayagada,Odisha,OR,,,
587150,05/05/2021,Sambalpur,Odisha,OR,,,
587151,05/05/2021,Subarnapur,Odisha,OR,,,
587152,05/05/2021,Sundargarh,Odisha,OR,,,
587153,05/05/2021,State Pool,Odisha,OR,,,
587154,05/05/2021,Gajapati,Odisha,OR,,,
587155,05/05/2021,Kalahandi,Odisha,OR,,,
587156,05/05/2021,Khordha,Odisha,OR,,,
587157,05/05/2021,Puri,Odisha,OR,,,
587158,05/05/2021,Rayagada,Odisha,OR,,,
587159,05/05/2021,Sambalpur,Odisha,OR,,,
587160,05/05/2021,Sundargarh,Odisha,OR,,,
587161,05/05/2021,Dhalai,Tripura,TR,,,
587162,05/05/2021,Gomati,Tripura,TR,,,
587163,05/05/2021,Khowai,Tripura,TR,,,
587164,05/05/2021,North Tripura,Tripura,TR,,,
587165,05/05/2021,Sipahijala,Tripura,TR,,,
587166,05/05/2021,South Tripura,Tripura,TR,,,
587167,05/05/2021,Unokoti,Tripura,TR,,,
587168,05/05/2021,West Tripura,Tripura,TR,,,
587169,05/05/2021,Dhalai,Tripura,TR,,,
587170,05/05/2021,Gomati,Tripura,TR,,,
587171,05/05/2021,North Tripura,Tripura,TR,,,
587172,05/05/2021,Sipahijala,Tripura,TR,,,
587173,05/05/2021,South Tripura,Tripura,TR,,,
587174,05/05/2021,Unokoti,Tripura,TR,,,
587175,05/05/2021,West Tripura,Tripura,TR,,,
587176,05/05/2021,Puducherry,Puducherry,PY,,,
587177,05/05/2021,Karaikal,Puducherry,PY,,,
587178,05/05/2021,Yanam,Puducherry,PY,,,
587179,05/05/2021,Mahe,Puducherry,PY,,,
587180,05/05/2021,Puducherry,Puducherry,PY,,,
587181,05/05/2021,Karaikal,Puducherry,PY,,,
587182,05/05/2021,Yanam,Puducherry,PY,,,
587183,05/05/2021,Mahe,Puducherry,PY,,,
587184,05/05/2021,Puducherry,Puducherry,PY,,,
587185,05/05/2021,Yanam,Puducherry,PY,,,
587186,05/05/2021,,Telangana,TG,,,
587187,05/05/2021,,Telangana,TG,,,
587188,05/05/2021,Adilabad,Telangana,TG,,,
587189,05/05/2021,Bhadradri Kothagudem,Telangana,TG,,,
587190,05/05/2021,Hyderabad,Telangana,TG,,,
587191,05/05/2021,Jagtial,Telangana,TG,,,
587192,05/05/2021,Jangaon,Telangana,TG,,,
587193,05/05/2021,Jayashankar Bhupalapally,Telangana,TG,,,
587194,05/05/2021,Jogulamba Gadwal,Telangana,TG,,,
587195,05/05/2021,Kamareddy,Telangana,TG,,,
587196,05/05/2021,Karimnagar,Telangana,TG,,,
587197,05/05/2021,Khammam,Telangana,TG,,,
587198,05/05/2021,Komaram Bheem,Telangana,TG,,,
587199,05/05/2021,Mahabubnagar,Telangana,TG,,,
587200,05/05/2021,Mahabubabad,Telangana,TG,,,
587201,05/05/2021,Mancherial,Telangana,TG,,,
587202,05/05/2021,Medak,Telangana,TG,,,
587203,05/05/2021,Medchal Malkajgiri,Telangana,TG,,,
587204,05/05/2021,Mulugu,Telangana,TG,,,
587205,05/05/2021,Nagarkurnool,Telangana,TG,,,
587206,05/05/2021,Nalgonda,Telangana,TG,,,
587207,05/05/2021,Narayanpet,Telangana,TG,,,
587208,05/05/2021,Nirmal,Telangana,TG,,,
587209,05/05/2021,Nizamabad,Telangana,TG,,,
587210,05/05/2021,Peddapalli,Telangana,TG,,,
587211,05/05/2021,Rajanna Sircilla,Telangana,TG,,,
587212,05/05/2021,Ranga Reddy,Telangana,TG,,,
587213,05/05/2021,Sangareddy,Telangana,TG,,,
587214,05/05/2021,Siddipet,Telangana,TG,,,
587215,05/05/2021,Suryapet,Telangana,TG,,,
587216,05/05/2021,Vikarabad,Telangana,TG,,,
587217,05/05/2021,Wanaparthy,Telangana,TG,,,
587218,05/05/2021,Warangal Rural,Telangana,TG,,,
587219,05/05/2021,Warangal Urban,Telangana,TG,,,
587220,05/05/2021,Yadadri Bhuvanagiri,Telangana,TG,,,
587221,05/05/2021,Aizawl,Mizoram,MZ,,,
587222,05/05/2021,Kolasib,Mizoram,MZ,,,
587223,05/05/2021,Lawngtlai,Mizoram,MZ,,,
587224,05/05/2021,Lunglei,Mizoram,MZ,,,
587225,05/05/2021,Mamit,Mizoram,MZ,,,
587226,05/05/2021,Saitual,Mizoram,MZ,,,
587227,05/05/2021,Serchhip,Mizoram,MZ,,,
587228,05/05/2021,,Delhi,DL,,,
587229,05/05/2021,,Delhi,DL,,,
587230,05/05/2021,,Delhi,DL,,,
587231,05/05/2021,East Khasi Hills,Meghalaya,ML,,,
587232,05/05/2021,West Garo Hills,Meghalaya,ML,,,
587233,05/05/2021,Ribhoi,Meghalaya,ML,,,
587234,05/05/2021,West Jaintia Hills,Meghalaya,ML,,,
587235,05/05/2021,East Jaintia Hills,Meghalaya,ML,,,
587236,05/05/2021,East Garo Hills,Meghalaya,ML,,,
587237,05/05/2021,West Khasi Hills,Meghalaya,ML,,,
587238,05/05/2021,South West Garo Hills,Meghalaya,ML,,,
587239,05/05/2021,South Garo Hills,Meghalaya,ML,,,
587240,05/05/2021,North Garo Hills,Meghalaya,ML,,,
587241,05/05/2021,South West Khasi Hills,Meghalaya,ML,,,
587242,05/05/2021,East Khasi Hills,Meghalaya,ML,,,
587243,05/05/2021,West Garo Hills,Meghalaya,ML,,,
587244,05/05/2021,Ribhoi,Meghalaya,ML,,,
587245,05/05/2021,West Jaintia Hills,Meghalaya,ML,,,
587246,05/05/2021,East Jaintia Hills,Meghalaya,ML,,,
587247,05/05/2021,East Garo Hills,Meghalaya,ML,,,
587248,05/05/2021,West Khasi Hills,Meghalaya,ML,,,
587249,05/05/2021,South West Garo Hills,Meghalaya,ML,,,
587250,05/05/2021,South West Khasi Hills,Meghalaya,ML,,,
587251,05/05/2021,East Khasi Hills,Meghalaya,ML,,,
587252,05/05/2021,West Garo Hills,Meghalaya,ML,,,
587253,05/05/2021,East Jaintia Hills,Meghalaya,ML,,,
587254,05/05/2021,Aizawl,Mizoram,MZ,,,
587255,05/05/2021,Hnahthial,Mizoram,MZ,,,
587256,05/05/2021,Kolasib,Mizoram,MZ,,,
587257,05/05/2021,Lawngtlai,Mizoram,MZ,,,
587258,05/05/2021,Lunglei,Mizoram,MZ,,,
587259,05/05/2021,Serchhip,Mizoram,MZ,,,
587260,05/05/2021,East Sikkim,Sikkim,SK,,,
587261,05/05/2021,West Sikkim,Sikkim,SK,,,
587262,05/05/2021,South Sikkim,Sikkim,SK,,,
587263,05/05/2021,North Sikkim,Sikkim,SK,,,
587264,05/05/2021,,Sikkim,SK,,,
587265,05/05/2021,,Sikkim,SK,,,
587266,05/05/2021,,Sikkim,SK,,,
587267,05/05/2021,Thiruvananthapuram,Kerala,KL,,,
587268,05/05/2021,Kollam,Kerala,KL,,,
587269,05/05/2021,Pathanamthitta,Kerala,KL,,,
587270,05/05/2021,Alappuzha,Kerala,KL,,,
587271,05/05/2021,Kottayam,Kerala,KL,,,
587272,05/05/2021,Idukki,Kerala,KL,,,
587273,05/05/2021,Ernakulam,Kerala,KL,,,
587274,05/05/2021,Thrissur,Kerala,KL,,,
587275,05/05/2021,Palakkad,Kerala,KL,,,
587276,05/05/2021,Malappuram,Kerala,KL,,,
587277,05/05/2021,Kozhikode,Kerala,KL,,,
587278,05/05/2021,Wayanad,Kerala,KL,,,
587279,05/05/2021,Kannur,Kerala,KL,,,
587280,05/05/2021,Kasaragod,Kerala,KL,,,
587281,05/05/2021,Thiruvananthapuram,Kerala,KL,,,
587282,05/05/2021,Kollam,Kerala,KL,,,
587283,05/05/2021,Pathanamthitta,Kerala,KL,,,
587284,05/05/2021,Alappuzha,Kerala,KL,,,
587285,05/05/2021,Kottayam,Kerala,KL,,,
587286,05/05/2021,Idukki,Kerala,KL,,,
587287,05/05/2021,Ernakulam,Kerala,KL,,,
587288,05/05/2021,Thrissur,Kerala,KL,,,
587289,05/05/2021,Palakkad,Kerala,KL,,,
587290,05/05/2021,Malappuram,Kerala,KL,,,
587291,05/05/2021,Kozhikode,Kerala,KL,,,
587292,05/05/2021,Wayanad,Kerala,KL,,,
587293,05/05/2021,Kannur,Kerala,KL,,,
587294,05/05/2021,Kasaragod,Kerala,KL,,,
587295,05/05/2021,Thiruvananthapuram,Kerala,KL,,,
587296,05/05/2021,Thiruvananthapuram,Kerala,KL,,,
587297,05/05/2021,Thiruvananthapuram,Kerala,KL,,,
587298,05/05/2021,Thiruvananthapuram,Kerala,KL,,,
587299,05/05/2021,Thiruvananthapuram,Kerala,KL,,,
587300,05/05/2021,Thiruvananthapuram,Kerala,KL,,,
587301,05/05/2021,Thiruvananthapuram,Kerala,KL,,,
587302,05/05/2021,Thiruvananthapuram,Kerala,KL,,,
587303,05/05/2021,Thiruvananthapuram,Kerala,KL,,,
587304,05/05/2021,Thiruvananthapuram,Kerala,KL,,,
587305,05/05/2021,Thiruvananthapuram,Kerala,KL,,,
587306,05/05/2021,Thiruvananthapuram,Kerala,KL,,,
587307,05/05/2021,Thiruvananthapuram,Kerala,KL,,,
587308,05/05/2021,Thiruvananthapuram,Kerala,KL,,,
587309,05/05/2021,Thiruvananthapuram,Kerala,KL,,,
587310,05/05/2021,Thiruvananthapuram,Kerala,KL,,,
587311,05/05/2021,Thiruvananthapuram,Kerala,KL,,,
587312,05/05/2021,Thiruvananthapuram,Kerala,KL,,,
587313,05/05/2021,Kollam,Kerala,KL,,,
587314,05/05/2021,Kollam,Kerala,KL,,,
587315,05/05/2021,Kollam,Kerala,KL,,,
587316,05/05/2021,Kollam,Kerala,KL,,,
587317,05/05/2021,Kollam,Kerala,KL,,,
587318,05/05/2021,Kollam,Kerala,KL,,,
587319,05/05/2021,Kollam,Kerala,KL,,,
587320,05/05/2021,Kollam,Kerala,KL,,,
587321,05/05/2021,Kollam,Kerala,KL,,,
587322,05/05/2021,Kollam,Kerala,KL,,,
587323,05/05/2021,Kollam,Kerala,KL,,,
587324,05/05/2021,Ernakulam,Kerala,KL,,,
587325,05/05/2021,Thrissur,Kerala,KL,,,
587326,05/05/2021,Thrissur,Kerala,KL,,,
587327,05/05/2021,Thrissur,Kerala,KL,,,
587328,05/05/2021,Thrissur,Kerala,KL,,,
587329,05/05/2021,Thrissur,Kerala,KL,,,
587330,05/05/2021,Thrissur,Kerala,KL,,,
587331,05/05/2021,Thrissur,Kerala,KL,,,
587332,05/05/2021,Thrissur,Kerala,KL,,,
587333,05/05/2021,Thrissur,Kerala,KL,,,
587334,05/05/2021,Thrissur,Kerala,KL,,,
587335,05/05/2021,Thrissur,Kerala,KL,,,
587336,05/05/2021,Thrissur,Kerala,KL,,,
587337,05/05/2021,Thrissur,Kerala,KL,,,
587338,05/05/2021,Thrissur,Kerala,KL,,,
587339,05/05/2021,Malappuram,Kerala,KL,,,
587340,05/05/2021,Malappuram,Kerala,KL,,,
587341,05/05/2021,Malappuram,Kerala,KL,,,
587342,05/05/2021,Kozhikode,Kerala,KL,,,
587343,05/05/2021,Kozhikode,Kerala,KL,,,
587344,05/05/2021,Kozhikode,Kerala,KL,,,
587345,05/05/2021,Kozhikode,Kerala,KL,,,
587346,05/05/2021,Kozhikode,Kerala,KL,,,
587347,05/05/2021,Kozhikode,Kerala,KL,,,
587348,05/05/2021,Wayanad,Kerala,KL,,,
587349,05/05/2021,Kannur,Kerala,KL,,,
587350,05/05/2021,Kannur,Kerala,KL,,,
587351,05/05/2021,Kannur,Kerala,KL,,,
587352,05/05/2021,Kannur,Kerala,KL,,,
587353,05/05/2021,Angul,Odisha,OR,,,
587354,05/05/2021,Balasore,Odisha,OR,,,
587355,05/05/2021,Bargarh,Odisha,OR,,,
587356,05/05/2021,Bhadrak,Odisha,OR,,,
587357,05/05/2021,Balangir,Odisha,OR,,,
587358,05/05/2021,Boudh,Odisha,OR,,,
587359,05/05/2021,Cuttack,Odisha,OR,,,
587360,05/05/2021,Deogarh,Odisha,OR,,,
587361,05/05/2021,Dhenkanal,Odisha,OR,,,
587362,05/05/2021,Gajapati,Odisha,OR,,,
587363,05/05/2021,Ganjam,Odisha,OR,,,
587364,05/05/2021,Jagatsinghpur,Odisha,OR,,,
587365,05/05/2021,Jajpur,Odisha,OR,,,
587366,05/05/2021,Jharsuguda,Odisha,OR,,,
587367,05/05/2021,Kalahandi,Odisha,OR,,,
587368,05/05/2021,Kandhamal,Odisha,OR,,,
587369,05/05/2021,Kendrapara,Odisha,OR,,,
587370,05/05/2021,Kendujhar,Odisha,OR,,,
587371,05/05/2021,Khordha,Odisha,OR,,,
587372,05/05/2021,Koraput,Odisha,OR,,,
587373,05/05/2021,Malkangiri,Odisha,OR,,,
587374,05/05/2021,Mayurbhanj,Odisha,OR,,,
587375,05/05/2021,Nabarangapur,Odisha,OR,,,
587376,05/05/2021,Nayagarh,Odisha,OR,,,
587377,05/05/2021,Nuapada,Odisha,OR,,,
587378,05/05/2021,Puri,Odisha,OR,,,
587379,05/05/2021,Rayagada,Odisha,OR,,,
587380,05/05/2021,Sambalpur,Odisha,OR,,,
587381,05/05/2021,Subarnapur,Odisha,OR,,,
587382,05/05/2021,Sundargarh,Odisha,OR,,,
587383,05/05/2021,State Pool,Odisha,OR,,,
587384,05/05/2021,,Goa,GA,,,
587385,05/05/2021,,Goa,GA,,,
587386,05/05/2021,,Goa,GA,,,
587387,05/05/2021,Almora,Uttarakhand,UT,,,
587388,05/05/2021,Bageshwar,Uttarakhand,UT,,,
587389,05/05/2021,Chamoli,Uttarakhand,UT,,,
587390,05/05/2021,Champawat,Uttarakhand,UT,,,
587391,05/05/2021,Dehradun,Uttarakhand,UT,,,
587392,05/05/2021,Haridwar,Uttarakhand,UT,,,
587393,05/05/2021,Nainital,Uttarakhand,UT,,,
587394,05/05/2021,Pauri Garhwal,Uttarakhand,UT,,,
587395,05/05/2021,Pithoragarh,Uttarakhand,UT,,,
587396,05/05/2021,Rudraprayag,Uttarakhand,UT,,,
587397,05/05/2021,Tehri Garhwal,Uttarakhand,UT,,,
587398,05/05/2021,Udham Singh Nagar,Uttarakhand,UT,,,
587399,05/05/2021,Uttarkashi,Uttarakhand,UT,,,
587400,05/05/2021,Almora,Uttarakhand,UT,,,
587401,05/05/2021,Bageshwar,Uttarakhand,UT,,,
587402,05/05/2021,Chamoli,Uttarakhand,UT,,,
587403,05/05/2021,Champawat,Uttarakhand,UT,,,
587404,05/05/2021,Dehradun,Uttarakhand,UT,,,
587405,05/05/2021,Haridwar,Uttarakhand,UT,,,
587406,05/05/2021,Nainital,Uttarakhand,UT,,,
587407,05/05/2021,Pauri Garhwal,Uttarakhand,UT,,,
587408,05/05/2021,Pithoragarh,Uttarakhand,UT,,,
587409,05/05/2021,Rudraprayag,Uttarakhand,UT,,,
587410,05/05/2021,Tehri Garhwal,Uttarakhand,UT,,,
587411,05/05/2021,Udham Singh Nagar,Uttarakhand,UT,,,
587412,05/05/2021,Uttarkashi,Uttarakhand,UT,,,
587413,05/05/2021,Almora,Uttarakhand,UT,,,
587414,05/05/2021,Chamoli,Uttarakhand,UT,,,
587415,05/05/2021,Dehradun,Uttarakhand,UT,,,
587416,05/05/2021,Haridwar,Uttarakhand,UT,,,
587417,05/05/2021,Nainital,Uttarakhand,UT,,,
587418,05/05/2021,Pauri Garhwal,Uttarakhand,UT,,,
587419,05/05/2021,Pithoragarh,Uttarakhand,UT,,,
587420,05/05/2021,Rudraprayag,Uttarakhand,UT,,,
587421,05/05/2021,Tehri Garhwal,Uttarakhand,UT,,,
587422,05/05/2021,Udham Singh Nagar,Uttarakhand,UT,,,
587423,05/05/2021,Baramulla,Jammu and Kashmir,JK,,,
587424,05/05/2021,Budgam,Jammu and Kashmir,JK,,,
587425,05/05/2021,Pulwama,Jammu and Kashmir,JK,,,
587426,05/05/2021,Kupwara,Jammu and Kashmir,JK,,,
587427,05/05/2021,Anantnag,Jammu and Kashmir,JK,,,
587428,05/05/2021,Bandipora,Jammu and Kashmir,JK,,,
587429,05/05/2021,Ganderbal,Jammu and Kashmir,JK,,,
587430,05/05/2021,Kulgam,Jammu and Kashmir,JK,,,
587431,05/05/2021,Shopiyan,Jammu and Kashmir,JK,,,
587432,05/05/2021,Jammu,Jammu and Kashmir,JK,,,
587433,05/05/2021,Udhampur,Jammu and Kashmir,JK,,,
587434,05/05/2021,Rajouri,Jammu and Kashmir,JK,,,
587435,05/05/2021,Doda,Jammu and Kashmir,JK,,,
587436,05/05/2021,Kathua,Jammu and Kashmir,JK,,,
587437,05/05/2021,Samba,Jammu and Kashmir,JK,,,
587438,05/05/2021,Kishtwar,Jammu and Kashmir,JK,,,
587439,05/05/2021,Punch,Jammu and Kashmir,JK,,,
587440,05/05/2021,Ramban,Jammu and Kashmir,JK,,,
587441,05/05/2021,Reasi,Jammu and Kashmir,JK,,,
587442,05/05/2021,Baramulla,Jammu and Kashmir,JK,,,
587443,05/05/2021,Budgam,Jammu and Kashmir,JK,,,
587444,05/05/2021,Pulwama,Jammu and Kashmir,JK,,,
587445,05/05/2021,Kupwara,Jammu and Kashmir,JK,,,
587446,05/05/2021,Anantnag,Jammu and Kashmir,JK,,,
587447,05/05/2021,Bandipora,Jammu and Kashmir,JK,,,
587448,05/05/2021,Ganderbal,Jammu and Kashmir,JK,,,
587449,05/05/2021,Kulgam,Jammu and Kashmir,JK,,,
587450,05/05/2021,Jammu,Jammu and Kashmir,JK,,,
587451,05/05/2021,Udhampur,Jammu and Kashmir,JK,,,
587452,05/05/2021,Rajouri,Jammu and Kashmir,JK,,,
587453,05/05/2021,Doda,Jammu and Kashmir,JK,,,
587454,05/05/2021,Kathua,Jammu and Kashmir,JK,,,
587455,05/05/2021,Kishtwar,Jammu and Kashmir,JK,,,
587456,05/05/2021,Ramban,Jammu and Kashmir,JK,,,
587457,05/05/2021,Reasi,Jammu and Kashmir,JK,,,
587458,05/05/2021,Baramulla,Jammu and Kashmir,JK,,,
587459,05/05/2021,Pulwama,Jammu and Kashmir,JK,,,
587460,05/05/2021,Anantnag,Jammu and Kashmir,JK,,,
587461,05/05/2021,Kulgam,Jammu and Kashmir,JK,,,
587462,05/05/2021,Jammu,Jammu and Kashmir,JK,,,
587463,05/05/2021,Rajouri,Jammu and Kashmir,JK,,,
587464,05/05/2021,Kathua,Jammu and Kashmir,JK,,,
587465,05/05/2021,Samba,Jammu and Kashmir,JK,,,
587466,05/05/2021,Kishtwar,Jammu and Kashmir,JK,,,
587467,05/05/2021,Punch,Jammu and Kashmir,JK,,,
587468,05/05/2021,Srinagar,Jammu and Kashmir,JK,,,
587469,05/05/2021,Srinagar,Jammu and Kashmir,JK,,,
587470,05/05/2021,Srinagar,Jammu and Kashmir,JK,,,
587471,05/05/2021,Ahmedabad,Gujarat,GJ,,,
587472,05/05/2021,Amreli,Gujarat,GJ,,,
587473,05/05/2021,Anand,Gujarat,GJ,,,
587474,05/05/2021,Aravalli,Gujarat,GJ,,,
587475,05/05/2021,Banaskantha,Gujarat,GJ,,,
587476,05/05/2021,Bharuch,Gujarat,GJ,,,
587477,05/05/2021,Bhavnagar,Gujarat,GJ,,,
587478,05/05/2021,Botad,Gujarat,GJ,,,
587479,05/05/2021,Chhota Udaipur,Gujarat,GJ,,,
587480,05/05/2021,Dahod,Gujarat,GJ,,,
587481,05/05/2021,Devbhumi Dwarka,Gujarat,GJ,,,
587482,05/05/2021,Gandhinagar,Gujarat,GJ,,,
587483,05/05/2021,Gir Somnath,Gujarat,GJ,,,
587484,05/05/2021,Jamnagar,Gujarat,GJ,,,
587485,05/05/2021,Junagadh,Gujarat,GJ,,,
587486,05/05/2021,Kheda,Gujarat,GJ,,,
587487,05/05/2021,Kutch,Gujarat,GJ,,,
587488,05/05/2021,Mahisagar,Gujarat,GJ,,,
587489,05/05/2021,Mehsana,Gujarat,GJ,,,
587490,05/05/2021,Morbi,Gujarat,GJ,,,
587491,05/05/2021,Narmada,Gujarat,GJ,,,
587492,05/05/2021,Navsari,Gujarat,GJ,,,
587493,05/05/2021,Panchmahal,Gujarat,GJ,,,
587494,05/05/2021,Patan,Gujarat,GJ,,,
587495,05/05/2021,Porbandar,Gujarat,GJ,,,
587496,05/05/2021,Rajkot,Gujarat,GJ,,,
587497,05/05/2021,Sabarkantha,Gujarat,GJ,,,
587498,05/05/2021,Surat,Gujarat,GJ,,,
587499,05/05/2021,Surendranagar,Gujarat,GJ,,,
587500,05/05/2021,Tapi,Gujarat,GJ,,,
587501,05/05/2021,Vadodara,Gujarat,GJ,,,
587502,05/05/2021,Valsad,Gujarat,GJ,,,
587503,05/05/2021,Ahmedabad,Gujarat,GJ,,,
587504,05/05/2021,Amreli,Gujarat,GJ,,,
587505,05/05/2021,Anand,Gujarat,GJ,,,
587506,05/05/2021,Aravalli,Gujarat,GJ,,,
587507,05/05/2021,Banaskantha,Gujarat,GJ,,,
587508,05/05/2021,Bharuch,Gujarat,GJ,,,
587509,05/05/2021,Bhavnagar,Gujarat,GJ,,,
587510,05/05/2021,Botad,Gujarat,GJ,,,
587511,05/05/2021,Chhota Udaipur,Gujarat,GJ,,,
587512,05/05/2021,Dahod,Gujarat,GJ,,,
587513,05/05/2021,Gir Somnath,Gujarat,GJ,,,
587514,05/05/2021,Jamnagar,Gujarat,GJ,,,
587515,05/05/2021,Junagadh,Gujarat,GJ,,,
587516,05/05/2021,Kheda,Gujarat,GJ,,,
587517,05/05/2021,Kutch,Gujarat,GJ,,,
587518,05/05/2021,Mahisagar,Gujarat,GJ,,,
587519,05/05/2021,Mehsana,Gujarat,GJ,,,
587520,05/05/2021,Morbi,Gujarat,GJ,,,
587521,05/05/2021,Narmada,Gujarat,GJ,,,
587522,05/05/2021,Navsari,Gujarat,GJ,,,
587523,05/05/2021,Panchmahal,Gujarat,GJ,,,
587524,05/05/2021,Patan,Gujarat,GJ,,,
587525,05/05/2021,Rajkot,Gujarat,GJ,,,
587526,05/05/2021,Sabarkantha,Gujarat,GJ,,,
587527,05/05/2021,Surat,Gujarat,GJ,,,
587528,05/05/2021,Surendranagar,Gujarat,GJ,,,
587529,05/05/2021,Vadodara,Gujarat,GJ,,,
587530,05/05/2021,Valsad,Gujarat,GJ,,,
587531,05/05/2021,Ahmedabad,Gujarat,GJ,,,
587532,05/05/2021,Amreli,Gujarat,GJ,,,
587533,05/05/2021,Anand,Gujarat,GJ,,,
587534,05/05/2021,Aravalli,Gujarat,GJ,,,
587535,05/05/2021,Banaskantha,Gujarat,GJ,,,
587536,05/05/2021,Bharuch,Gujarat,GJ,,,
587537,05/05/2021,Bhavnagar,Gujarat,GJ,,,
587538,05/05/2021,Botad,Gujarat,GJ,,,
587539,05/05/2021,Chhota Udaipur,Gujarat,GJ,,,
587540,05/05/2021,Dahod,Gujarat,GJ,,,
587541,05/05/2021,Dang,Gujarat,GJ,,,
587542,05/05/2021,Devbhumi Dwarka,Gujarat,GJ,,,
587543,05/05/2021,Gandhinagar,Gujarat,GJ,,,
587544,05/05/2021,Gir Somnath,Gujarat,GJ,,,
587545,05/05/2021,Jamnagar,Gujarat,GJ,,,
587546,05/05/2021,Junagadh,Gujarat,GJ,,,
587547,05/05/2021,Kheda,Gujarat,GJ,,,
587548,05/05/2021,Kutch,Gujarat,GJ,,,
587549,05/05/2021,Mahisagar,Gujarat,GJ,,,
587550,05/05/2021,Mehsana,Gujarat,GJ,,,
587551,05/05/2021,Morbi,Gujarat,GJ,,,
587552,05/05/2021,Narmada,Gujarat,GJ,,,
587553,05/05/2021,Navsari,Gujarat,GJ,,,
587554,05/05/2021,Panchmahal,Gujarat,GJ,,,
587555,05/05/2021,Patan,Gujarat,GJ,,,
587556,05/05/2021,Porbandar,Gujarat,GJ,,,
587557,05/05/2021,Rajkot,Gujarat,GJ,,,
587558,05/05/2021,Sabarkantha,Gujarat,GJ,,,
587559,05/05/2021,Surat,Gujarat,GJ,,,
587560,05/05/2021,Surendranagar,Gujarat,GJ,,,
587561,05/05/2021,Tapi,Gujarat,GJ,,,
587562,05/05/2021,Vadodara,Gujarat,GJ,,,
587563,05/05/2021,Valsad,Gujarat,GJ,,,
587564,05/05/2021,Mumbai,Maharashtra,MH,3882,4093,77
587565,05/05/2021,Thane,Maharashtra,MH,3071,3794,77
587566,05/05/2021,Palghar,Maharashtra,MH,1786,1205,4
587567,05/05/2021,Raigad,Maharashtra,MH,1553,1488,32
587568,05/05/2021,Ratnagiri,Maharashtra,MH,939,773,8
587569,05/05/2021,Sindhudurg,Maharashtra,MH,460,171,8
587570,05/05/2021,Pune,Maharashtra,MH,9084,4268,93
587571,05/05/2021,Satara,Maharashtra,MH,2339,2048,9
587572,05/05/2021,Sangli,Maharashtra,MH,1403,1018,15
587573,05/05/2021,Kolhapur,Maharashtra,MH,1270,648,28
587574,05/05/2021,Solapur,Maharashtra,MH,2067,1810,75
587575,05/05/2021,Nashik,Maharashtra,MH,3849,2806,107
587576,05/05/2021,Ahmednagar,Maharashtra,MH,4134,3726,22
587605,05/05/2021,Jalgaon,Maharashtra,MH,656,719,26
587606,05/05/2021,Nandurbar,Maharashtra,MH,219,440,19
587607,05/05/2021,Dhule,Maharashtra,MH,258,287,6
587608,05/05/2021,Aurangabad,Maharashtra,MH,938,1585,11
587609,05/05/2021,Jalna,Maharashtra,MH,813,1091,6
587610,05/05/2021,Beed,Maharashtra,MH,1462,434,21
587611,05/05/2021,Latur,Maharashtra,MH,1282,2674,29
587612,05/05/2021,Parbhani,Maharashtra,MH,807,46,16
587613,05/05/2021,Hingoli,Maharashtra,MH,106,292,5
587614,05/05/2021,Nanded,Maharashtra,MH,437,1839,40
587615,05/05/2021,Osmanabad,Maharashtra,MH,693,366,21
587616,05/05/2021,Amravati,Maharashtra,MH,954,646,20
587617,05/05/2021,Akola,Maharashtra,MH,454,223,12
587618,05/05/2021,Washim,Maharashtra,MH,474,377,6
587619,05/05/2021,Buldhana,Maharashtra,MH,2767,1339,1
587620,05/05/2021,Yavatmal,Maharashtra,MH,1249,0,15
587621,05/05/2021,Nagpur,Maharashtra,MH,4433,9986,57
587622,05/05/2021,Wardha,Maharashtra,MH,835,978,21
587623,05/05/2021,Bhandara,Maharashtra,MH,619,1355,11
587624,05/05/2021,Gondia,Maharashtra,MH,402,2393,3
587625,05/05/2021,Chandrapur,Maharashtra,MH,1351,1824,19
