Entry_ID,Date Announced,DetectedDistrict,Detected State,State code =,Reported Cases,Recovered,Deaths
594753,09/05/2021,Khordha,Odisha,OR,,,
594754,09/05/2021,Koraput,Odisha,OR,,,
594755,09/05/2021,Malkangiri,Odisha,OR,,,
594756,09/05/2021,Mayurbhanj,Odisha,OR,,,
594757,09/05/2021,Nabarangapur,Odisha,OR,,,
594758,09/05/2021,Nayagarh,Odisha,OR,,,
594759,09/05/2021,Nuapada,Odisha,OR,,,
594760,09/05/2021,Puri,Odisha,OR,,,
594761,09/05/2021,Rayagada,Odisha,OR,,,
594762,09/05/2021,Sambalpur,Odisha,OR,,,
594763,09/05/2021,Subarnapur,Odisha,OR,,,
594764,09/05/2021,Sundargarh,Odisha,OR,,,
594765,09/05/2021,State Pool,Odisha,OR,,,
594766,09/05/2021,Almora,Uttarakhand,UT,,,
594767,09/05/2021,Bageshwar,Uttarakhand,UT,,,
594768,09/05/2021,Chamoli,Uttarakhand,UT,,,
594769,09/05/2021,Champawat,Uttarakhand,UT,,,
594770,09/05/2021,Dehradun,Uttarakhand,UT,,,
594771,09/05/2021,Haridwar,Uttarakhand,UT,,,
594772,09/05/2021,Nainital,Uttarakhand,UT,,,
594773,09/05/2021,Pauri Garhwal,Uttarakhand,UT,,,
594774,09/05/2021,Pithoragarh,Uttarakhand,UT,,,
594775,09/05/2021,Rudraprayag,Uttarakhand,UT,,,
594776,09/05/2021,Tehri Garhwal,Uttarakhand,UT,,,
594777,09/05/2021,Udham Singh Nagar,Uttarakhand,UT,,,
594778,09/05/2021,Uttarkashi,Uttarakhand,UT,,,
594779,09/05/2021,Almora,Uttarakhand,UT,,,
594780,09/05/2021,Bageshwar,Uttarakhand,UT,,,
594781,09/05/2021,Chamoli,Uttarakhand,UT,,,
594782,09/05/2021,Champawat,Uttarakhand,UT,,,
594783,09/05/2021,Dehradun,Uttarakhand,UT,,,
594784,09/05/2021,Haridwar,Uttarakhand,UT,,,
594785,09/05/2021,Nainital,Uttarakhand,UT,,,
594786,09/05/2021,Pauri Garhwal,Uttarakhand,UT,,,
594787,09/05/2021,Pithoragarh,Uttarakhand,UT,,,
594788,09/05/2021,Rudraprayag,Uttarakhand,UT,,,
594789,09/05/2021,Udham Singh Nagar,Uttarakhand,UT,,,
594790,09/05/2021,Uttarkashi,Uttarakhand,UT,,,
594791,09/05/2021,Almora,Uttarakhand,UT,,,
594792,09/05/2021,Bageshwar,Uttarakhand,UT,,,
594793,09/05/2021,Chamoli,Uttarakhand,UT,,,
594794,09/05/2021,Champawat,Uttarakhand,UT,,,
594795,09/05/2021,Dehradun,Uttarakhand,UT,,,
594796,09/05/2021,Haridwar,Uttarakhand,UT,,,
594797,09/05/2021,Nainital,Uttarakhand,UT,,,
594798,09/05/2021,Pauri Garhwal,Uttarakhand,UT,,,
594799,09/05/2021,Rudraprayag,Uttarakhand,UT,,,
594800,09/05/2021,Tehri Garhwal,Uttarakhand,UT,,,
594801,09/05/2021,Udham Singh Nagar,Uttarakhand,UT,,,
594802,09/05/2021,Uttarkashi,Uttarakhand,UT,,,
594803,09/05/2021,Chamoli,Uttarakhand,UT,,,
594804,09/05/2021,Champawat,Uttarakhand,UT,,,
594805,09/05/2021,Dehradun,Uttarakhand,UT,,,
594806,09/05/2021,Haridwar,Uttarakhand,UT,,,
594807,09/05/2021,Rudraprayag,Uttarakhand,UT,,,
594808,09/05/2021,Tehri Garhwal,Uttarakhand,UT,,,
594809,09/05/2021,Udham Singh Nagar,Uttarakhand,UT,,,
594810,09/05/2021,Uttarkashi,Uttarakhand,UT,,,
594811,09/05/2021,Bagalkote,Karnataka,KA,,,
594812,09/05/2021,Ballari,Karnataka,KA,,,
594813,09/05/2021,Belagavi,Karnataka,KA,,,
594814,09/05/2021,Bengaluru Rural,Karnataka,KA,,,
594815,09/05/2021,Bengaluru Urban,Karnataka,KA,,,
594816,09/05/2021,Bidar,Karnataka,KA,,,
594817,09/05/2021,Chamarajanagara,Karnataka,KA,,,
594818,09/05/2021,Chikkaballapura,Karnataka,KA,,,
594819,09/05/2021,Chikkamagaluru,Karnataka,KA,,,
594820,09/05/2021,Chitradurga,Karnataka,KA,,,
594821,09/05/2021,Dakshina Kannada,Karnataka,KA,,,
594822,09/05/2021,Davanagere,Karnataka,KA,,,
594823,09/05/2021,Dharwad,Karnataka,KA,,,
594824,09/05/2021,Gadag,Karnataka,KA,,,
594825,09/05/2021,Hassan,Karnataka,KA,,,
594826,09/05/2021,Haveri,Karnataka,KA,,,
594827,09/05/2021,Kalaburagi,Karnataka,KA,,,
594828,09/05/2021,Kodagu,Karnataka,KA,,,
594829,09/05/2021,Kolar,Karnataka,KA,,,
594830,09/05/2021,Koppal,Karnataka,KA,,,
594831,09/05/2021,Mandya,Karnataka,KA,,,
594832,09/05/2021,Mysuru,Karnataka,KA,,,
594833,09/05/2021,Raichur,Karnataka,KA,,,
594834,09/05/2021,Ramanagara,Karnataka,KA,,,
594835,09/05/2021,Shivamogga,Karnataka,KA,,,
594836,09/05/2021,Tumakuru,Karnataka,KA,,,
594837,09/05/2021,Udupi,Karnataka,KA,,,
594838,09/05/2021,Uttara Kannada,Karnataka,KA,,,
594839,09/05/2021,Vijayapura,Karnataka,KA,,,
594840,09/05/2021,Yadgir,Karnataka,KA,,,
594841,09/05/2021,Bagalkote,Karnataka,KA,,,
594842,09/05/2021,Ballari,Karnataka,KA,,,
594843,09/05/2021,Belagavi,Karnataka,KA,,,
594844,09/05/2021,Bengaluru Rural,Karnataka,KA,,,
594845,09/05/2021,Bengaluru Urban,Karnataka,KA,,,
594846,09/05/2021,Bidar,Karnataka,KA,,,
594847,09/05/2021,Chamarajanagara,Karnataka,KA,,,
594848,09/05/2021,Chikkaballapura,Karnataka,KA,,,
594849,09/05/2021,Chikkamagaluru,Karnataka,KA,,,
594850,09/05/2021,Chitradurga,Karnataka,KA,,,
594851,09/05/2021,Dakshina Kannada,Karnataka,KA,,,
594852,09/05/2021,Davanagere,Karnataka,KA,,,
594853,09/05/2021,Dharwad,Karnataka,KA,,,
594854,09/05/2021,Gadag,Karnataka,KA,,,
594855,09/05/2021,Hassan,Karnataka,KA,,,
594856,09/05/2021,Haveri,Karnataka,KA,,,
594857,09/05/2021,Kalaburagi,Karnataka,KA,,,
594858,09/05/2021,Kodagu,Karnataka,KA,,,
594859,09/05/2021,Kolar,Karnataka,KA,,,
594860,09/05/2021,Koppal,Karnataka,KA,,,
594861,09/05/2021,Mandya,Karnataka,KA,,,
594862,09/05/2021,Mysuru,Karnataka,KA,,,
594863,09/05/2021,Raichur,Karnataka,KA,,,
594864,09/05/2021,Ramanagara,Karnataka,KA,,,
594865,09/05/2021,Shivamogga,Karnataka,KA,,,
594866,09/05/2021,Tumakuru,Karnataka,KA,,,
594867,09/05/2021,Udupi,Karnataka,KA,,,
594868,09/05/2021,Uttara Kannada,Karnataka,KA,,,
594869,09/05/2021,Vijayapura,Karnataka,KA,,,
594870,09/05/2021,Yadgir,Karnataka,KA,,,
594871,09/05/2021,Bagalkote,Karnataka,KA,,,
594872,09/05/2021,Ballari,Karnataka,KA,,,
594873,09/05/2021,Belagavi,Karnataka,KA,,,
594874,09/05/2021,Bengaluru Urban,Karnataka,KA,,,
594875,09/05/2021,Bidar,Karnataka,KA,,,
594876,09/05/2021,Chamarajanagara,Karnataka,KA,,,
594877,09/05/2021,Chikkaballapura,Karnataka,KA,,,
594878,09/05/2021,Chikkamagaluru,Karnataka,KA,,,
594879,09/05/2021,Chitradurga,Karnataka,KA,,,
594880,09/05/2021,Dakshina Kannada,Karnataka,KA,,,
594881,09/05/2021,Davanagere,Karnataka,KA,,,
594882,09/05/2021,Dharwad,Karnataka,KA,,,
594883,09/05/2021,Gadag,Karnataka,KA,,,
594884,09/05/2021,Hassan,Karnataka,KA,,,
594885,09/05/2021,Haveri,Karnataka,KA,,,
594886,09/05/2021,Kalaburagi,Karnataka,KA,,,
594887,09/05/2021,Kodagu,Karnataka,KA,,,
594888,09/05/2021,Kolar,Karnataka,KA,,,
594889,09/05/2021,Mandya,Karnataka,KA,,,
594890,09/05/2021,Mysuru,Karnataka,KA,,,
594891,09/05/2021,Raichur,Karnataka,KA,,,
594892,09/05/2021,Ramanagara,Karnataka,KA,,,
594893,09/05/2021,Shivamogga,Karnataka,KA,,,
594894,09/05/2021,Tumakuru,Karnataka,KA,,,
594895,09/05/2021,Udupi,Karnataka,KA,,,
594896,09/05/2021,Uttara Kannada,Karnataka,KA,,,
594897,09/05/2021,Vijayapura,Karnataka,KA,,,
594898,09/05/2021,Yadgir,Karnataka,KA,,,
594899,09/05/2021,Alipurduar,West Bengal,WB,,,
594900,09/05/2021,Cooch Behar,West Bengal,WB,,,
594901,09/05/2021,Darjeeling,West Bengal,WB,,,
594902,09/05/2021,Kalimpong,West Bengal,WB,,,
594903,09/05/2021,Jalpaiguri,West Bengal,WB,,,
594904,09/05/2021,Uttar Dinajpur,West Bengal,WB,,,
594905,09/05/2021,Dakshin Dinajpur,West Bengal,WB,,,
594906,09/05/2021,Malda,West Bengal,WB,,,
594907,09/05/2021,Murshidabad,West Bengal,WB,,,
594908,09/05/2021,Nadia,West Bengal,WB,,,
594909,09/05/2021,Birbhum,West Bengal,WB,,,
594910,09/05/2021,Purulia,West Bengal,WB,,,
594911,09/05/2021,Bankura,West Bengal,WB,,,
594912,09/05/2021,Jhargram,West Bengal,WB,,,
594913,09/05/2021,Paschim Medinipur,West Bengal,WB,,,
594914,09/05/2021,Purba Medinipur,West Bengal,WB,,,
594915,09/05/2021,Purba Bardhaman,West Bengal,WB,,,
594916,09/05/2021,Paschim Bardhaman,West Bengal,WB,,,
594917,09/05/2021,Howrah,West Bengal,WB,,,
594918,09/05/2021,Hooghly,West Bengal,WB,,,
594919,09/05/2021,North 24 Parganas,West Bengal,WB,,,
594920,09/05/2021,South 24 Parganas,West Bengal,WB,,,
594921,09/05/2021,Kolkata,West Bengal,WB,,,
594922,09/05/2021,Alipurduar,West Bengal,WB,,,
594923,09/05/2021,Cooch Behar,West Bengal,WB,,,
594924,09/05/2021,Darjeeling,West Bengal,WB,,,
594925,09/05/2021,Kalimpong,West Bengal,WB,,,
594926,09/05/2021,Jalpaiguri,West Bengal,WB,,,
594927,09/05/2021,Uttar Dinajpur,West Bengal,WB,,,
594928,09/05/2021,Dakshin Dinajpur,West Bengal,WB,,,
594929,09/05/2021,Malda,West Bengal,WB,,,
594930,09/05/2021,Murshidabad,West Bengal,WB,,,
594931,09/05/2021,Nadia,West Bengal,WB,,,
594932,09/05/2021,Birbhum,West Bengal,WB,,,
594933,09/05/2021,Purulia,West Bengal,WB,,,
594934,09/05/2021,Bankura,West Bengal,WB,,,
594935,09/05/2021,Jhargram,West Bengal,WB,,,
594936,09/05/2021,Paschim Medinipur,West Bengal,WB,,,
594937,09/05/2021,Purba Medinipur,West Bengal,WB,,,
594938,09/05/2021,Purba Bardhaman,West Bengal,WB,,,
594939,09/05/2021,Paschim Bardhaman,West Bengal,WB,,,
594940,09/05/2021,Howrah,West Bengal,WB,,,
594941,09/05/2021,Hooghly,West Bengal,WB,,,
594942,09/05/2021,North 24 Parganas,West Bengal,WB,,,
594943,09/05/2021,South 24 Parganas,West Bengal,WB,,,
594944,09/05/2021,Kolkata,West Bengal,WB,,,
594945,09/05/2021,Darjeeling,West Bengal,WB,,,
594946,09/05/2021,Kalimpong,West Bengal,WB,,,
594947,09/05/2021,Jalpaiguri,West Bengal,WB,,,
594948,09/05/2021,Uttar Dinajpur,West Bengal,WB,,,
594949,09/05/2021,Dakshin Dinajpur,West Bengal,WB,,,
594950,09/05/2021,Nadia,West Bengal,WB,,,
594951,09/05/2021,Birbhum,West Bengal,WB,,,
594952,09/05/2021,Purulia,West Bengal,WB,,,
594953,09/05/2021,Bankura,West Bengal,WB,,,
594954,09/05/2021,Paschim Medinipur,West Bengal,WB,,,
594955,09/05/2021,Purba Medinipur,West Bengal,WB,,,
594956,09/05/2021,Howrah,West Bengal,WB,,,
594957,09/05/2021,Hooghly,West Bengal,WB,,,
594958,09/05/2021,North 24 Parganas,West Bengal,WB,,,
594959,09/05/2021,South 24 Parganas,West Bengal,WB,,,
594960,09/05/2021,Kolkata,West Bengal,WB,,,
594961,09/05/2021,Sawai Madhopur,Rajasthan,RJ,,,
594962,09/05/2021,Sikar,Rajasthan,RJ,,,
594963,09/05/2021,Sirohi,Rajasthan,RJ,,,
594964,09/05/2021,Tonk,Rajasthan,RJ,,,
594965,09/05/2021,Udaipur,Rajasthan,RJ,,,
594966,09/05/2021,Sawai Madhopur,Rajasthan,RJ,,,
594967,09/05/2021,Sikar,Rajasthan,RJ,,,
594968,09/05/2021,Sirohi,Rajasthan,RJ,,,
594969,09/05/2021,Tonk,Rajasthan,RJ,,,
594970,09/05/2021,Udaipur,Rajasthan,RJ,,,
594971,09/05/2021,Sawai Madhopur,Rajasthan,RJ,,,
594972,09/05/2021,Sikar,Rajasthan,RJ,,,
594973,09/05/2021,Sirohi,Rajasthan,RJ,,,
594974,09/05/2021,Tonk,Rajasthan,RJ,,,
594975,09/05/2021,Udaipur,Rajasthan,RJ,,,
594976,09/05/2021,Ajmer,Rajasthan,RJ,,,
594977,09/05/2021,Alwar,Rajasthan,RJ,,,
594978,09/05/2021,Banswara,Rajasthan,RJ,,,
594979,09/05/2021,Baran,Rajasthan,RJ,,,
594980,09/05/2021,Barmer,Rajasthan,RJ,,,
594981,09/05/2021,Bharatpur,Rajasthan,RJ,,,
594982,09/05/2021,Bhilwara,Rajasthan,RJ,,,
594983,09/05/2021,Bikaner,Rajasthan,RJ,,,
594984,09/05/2021,Bundi,Rajasthan,RJ,,,
594985,09/05/2021,Chittorgarh,Rajasthan,RJ,,,
594986,09/05/2021,Churu,Rajasthan,RJ,,,
594987,09/05/2021,Dausa,Rajasthan,RJ,,,
594988,09/05/2021,Dholpur,Rajasthan,RJ,,,
594989,09/05/2021,Dungarpur,Rajasthan,RJ,,,
594990,09/05/2021,Ganganagar,Rajasthan,RJ,,,
594991,09/05/2021,Hanumangarh,Rajasthan,RJ,,,
594992,09/05/2021,Jaipur,Rajasthan,RJ,,,
594993,09/05/2021,Jaisalmer,Rajasthan,RJ,,,
594994,09/05/2021,Jalore,Rajasthan,RJ,,,
594995,09/05/2021,Jhalawar,Rajasthan,RJ,,,
594996,09/05/2021,Jhunjhunu,Rajasthan,RJ,,,
594997,09/05/2021,Jodhpur,Rajasthan,RJ,,,
594998,09/05/2021,Karauli,Rajasthan,RJ,,,
594999,09/05/2021,Kota,Rajasthan,RJ,,,
595000,09/05/2021,Nagaur,Rajasthan,RJ,,,
595001,09/05/2021,Pali,Rajasthan,RJ,,,
595002,09/05/2021,Pratapgarh,Rajasthan,RJ,,,
595003,09/05/2021,Rajsamand,Rajasthan,RJ,,,
595004,09/05/2021,Ajmer,Rajasthan,RJ,,,
595005,09/05/2021,Alwar,Rajasthan,RJ,,,
595006,09/05/2021,Banswara,Rajasthan,RJ,,,
595007,09/05/2021,Baran,Rajasthan,RJ,,,
595008,09/05/2021,Barmer,Rajasthan,RJ,,,
595009,09/05/2021,Bharatpur,Rajasthan,RJ,,,
595010,09/05/2021,Bhilwara,Rajasthan,RJ,,,
595011,09/05/2021,Bikaner,Rajasthan,RJ,,,
595012,09/05/2021,Bundi,Rajasthan,RJ,,,
595013,09/05/2021,Chittorgarh,Rajasthan,RJ,,,
595014,09/05/2021,Churu,Rajasthan,RJ,,,
595015,09/05/2021,Dausa,Rajasthan,RJ,,,
595016,09/05/2021,Dholpur,Rajasthan,RJ,,,
595017,09/05/2021,Dungarpur,Rajasthan,RJ,,,
595018,09/05/2021,Ganganagar,Rajasthan,RJ,,,
595019,09/05/2021,Hanumangarh,Rajasthan,RJ,,,
595020,09/05/2021,Jaipur,Rajasthan,RJ,,,
595021,09/05/2021,Jaisalmer,Rajasthan,RJ,,,
595022,09/05/2021,Jalore,Rajasthan,RJ,,,
595023,09/05/2021,Jhalawar,Rajasthan,RJ,,,
595024,09/05/2021,Jhunjhunu,Rajasthan,RJ,,,
595025,09/05/2021,Jodhpur,Rajasthan,RJ,,,
595026,09/05/2021,Karauli,Rajasthan,RJ,,,
595027,09/05/2021,Kota,Rajasthan,RJ,,,
595028,09/05/2021,Nagaur,Rajasthan,RJ,,,
595029,09/05/2021,Pali,Rajasthan,RJ,,,
595030,09/05/2021,Pratapgarh,Rajasthan,RJ,,,
595031,09/05/2021,Rajsamand,Rajasthan,RJ,,,
595032,09/05/2021,Ajmer,Rajasthan,RJ,,,
595033,09/05/2021,Alwar,Rajasthan,RJ,,,
595034,09/05/2021,Banswara,Rajasthan,RJ,,,
595035,09/05/2021,Barmer,Rajasthan,RJ,,,
595036,09/05/2021,Bharatpur,Rajasthan,RJ,,,
595037,09/05/2021,Bhilwara,Rajasthan,RJ,,,
595038,09/05/2021,Bikaner,Rajasthan,RJ,,,
595039,09/05/2021,Chittorgarh,Rajasthan,RJ,,,
595040,09/05/2021,Churu,Rajasthan,RJ,,,
595041,09/05/2021,Dungarpur,Rajasthan,RJ,,,
595042,09/05/2021,Ganganagar,Rajasthan,RJ,,,
595043,09/05/2021,Jaipur,Rajasthan,RJ,,,
595044,09/05/2021,Jaisalmer,Rajasthan,RJ,,,
595045,09/05/2021,Jhalawar,Rajasthan,RJ,,,
595046,09/05/2021,Jhunjhunu,Rajasthan,RJ,,,
595047,09/05/2021,Jodhpur,Rajasthan,RJ,,,
595048,09/05/2021,Karauli,Rajasthan,RJ,,,
595049,09/05/2021,Kota,Rajasthan,RJ,,,
595050,09/05/2021,Nagaur,Rajasthan,RJ,,,
595051,09/05/2021,Pali,Rajasthan,RJ,,,
595052,09/05/2021,Rajsamand,Rajasthan,RJ,,,
595053,09/05/2021,Lucknow,Uttar Pradesh,UP,,,
595054,09/05/2021,Kanpur Nagar,Uttar Pradesh,UP,,,
595055,09/05/2021,Varanasi,Uttar Pradesh,UP,,,
595056,09/05/2021,Prayagraj,Uttar Pradesh,UP,,,
595057,09/05/2021,Meerut,Uttar Pradesh,UP,,,
595058,09/05/2021,Gautam Buddha Nagar,Uttar Pradesh,UP,,,
595059,09/05/2021,Gorakhpur,Uttar Pradesh,UP,,,
595060,09/05/2021,Ghaziabad,Uttar Pradesh,UP,,,
595061,09/05/2021,Bareilly,Uttar Pradesh,UP,,,
595062,09/05/2021,Moradabad,Uttar Pradesh,UP,,,
595063,09/05/2021,Jhansi,Uttar Pradesh,UP,,,
595064,09/05/2021,Saharanpur,Uttar Pradesh,UP,,,
595065,09/05/2021,Muzaffarnagar,Uttar Pradesh,UP,,,
595066,09/05/2021,Agra,Uttar Pradesh,UP,,,
595067,09/05/2021,Lakhimpur Kheri,Uttar Pradesh,UP,,,
595068,09/05/2021,Ballia,Uttar Pradesh,UP,,,
595069,09/05/2021,Jaunpur,Uttar Pradesh,UP,,,
595070,09/05/2021,Aligarh,Uttar Pradesh,UP,,,
595071,09/05/2021,Ghazipur,Uttar Pradesh,UP,,,
595072,09/05/2021,Barabanki,Uttar Pradesh,UP,,,
595073,09/05/2021,Mathura,Uttar Pradesh,UP,,,
595074,09/05/2021,Shahjahanpur,Uttar Pradesh,UP,,,
595075,09/05/2021,Azamgarh,Uttar Pradesh,UP,,,
595076,09/05/2021,Deoria,Uttar Pradesh,UP,,,
595077,09/05/2021,Rae Bareli,Uttar Pradesh,UP,,,
595078,09/05/2021,Chandauli,Uttar Pradesh,UP,,,
595079,09/05/2021,Sonbhadra,Uttar Pradesh,UP,,,
595080,09/05/2021,Ayodhya,Uttar Pradesh,UP,,,
595081,09/05/2021,Bulandshahr,Uttar Pradesh,UP,,,
595082,09/05/2021,Amroha,Uttar Pradesh,UP,,,
595083,09/05/2021,Pratapgarh,Uttar Pradesh,UP,,,
595084,09/05/2021,Unnao,Uttar Pradesh,UP,,,
595085,09/05/2021,Sultanpur,Uttar Pradesh,UP,,,
595086,09/05/2021,Budaun,Uttar Pradesh,UP,,,
595087,09/05/2021,Bijnor,Uttar Pradesh,UP,,,
595088,09/05/2021,Etawah,Uttar Pradesh,UP,,,
595089,09/05/2021,Hardoi,Uttar Pradesh,UP,,,
595090,09/05/2021,Kushinagar,Uttar Pradesh,UP,,,
595091,09/05/2021,Lalitpur,Uttar Pradesh,UP,,,
595092,09/05/2021,Gonda,Uttar Pradesh,UP,,,
595093,09/05/2021,Sitapur,Uttar Pradesh,UP,,,
595094,09/05/2021,Rampur,Uttar Pradesh,UP,,,
595095,09/05/2021,Banda,Uttar Pradesh,UP,,,
595096,09/05/2021,Lucknow,Uttar Pradesh,UP,,,
595097,09/05/2021,Kanpur Nagar,Uttar Pradesh,UP,,,
595098,09/05/2021,Varanasi,Uttar Pradesh,UP,,,
595099,09/05/2021,Prayagraj,Uttar Pradesh,UP,,,
595100,09/05/2021,Meerut,Uttar Pradesh,UP,,,
595101,09/05/2021,Gautam Buddha Nagar,Uttar Pradesh,UP,,,
595102,09/05/2021,Gorakhpur,Uttar Pradesh,UP,,,
595103,09/05/2021,Ghaziabad,Uttar Pradesh,UP,,,
595104,09/05/2021,Bareilly,Uttar Pradesh,UP,,,
595105,09/05/2021,Moradabad,Uttar Pradesh,UP,,,
595106,09/05/2021,Jhansi,Uttar Pradesh,UP,,,
595107,09/05/2021,Saharanpur,Uttar Pradesh,UP,,,
595108,09/05/2021,Muzaffarnagar,Uttar Pradesh,UP,,,
595109,09/05/2021,Agra,Uttar Pradesh,UP,,,
595110,09/05/2021,Lakhimpur Kheri,Uttar Pradesh,UP,,,
595111,09/05/2021,Ballia,Uttar Pradesh,UP,,,
595112,09/05/2021,Jaunpur,Uttar Pradesh,UP,,,
595113,09/05/2021,Aligarh,Uttar Pradesh,UP,,,
595114,09/05/2021,Ghazipur,Uttar Pradesh,UP,,,
595115,09/05/2021,Barabanki,Uttar Pradesh,UP,,,
595116,09/05/2021,Mathura,Uttar Pradesh,UP,,,
595117,09/05/2021,Shahjahanpur,Uttar Pradesh,UP,,,
595118,09/05/2021,Azamgarh,Uttar Pradesh,UP,,,
595119,09/05/2021,Deoria,Uttar Pradesh,UP,,,
595120,09/05/2021,Rae Bareli,Uttar Pradesh,UP,,,
595121,09/05/2021,Chandauli,Uttar Pradesh,UP,,,
595122,09/05/2021,Sonbhadra,Uttar Pradesh,UP,,,
595123,09/05/2021,Ayodhya,Uttar Pradesh,UP,,,
595124,09/05/2021,Bulandshahr,Uttar Pradesh,UP,,,
595125,09/05/2021,Amroha,Uttar Pradesh,UP,,,
595126,09/05/2021,Pratapgarh,Uttar Pradesh,UP,,,
595127,09/05/2021,Unnao,Uttar Pradesh,UP,,,
595128,09/05/2021,Sultanpur,Uttar Pradesh,UP,,,
595129,09/05/2021,Budaun,Uttar Pradesh,UP,,,
595130,09/05/2021,Bijnor,Uttar Pradesh,UP,,,
595131,09/05/2021,Etawah,Uttar Pradesh,UP,,,
595132,09/05/2021,Hardoi,Uttar Pradesh,UP,,,
595133,09/05/2021,Kushinagar,Uttar Pradesh,UP,,,
595134,09/05/2021,Lalitpur,Uttar Pradesh,UP,,,
595135,09/05/2021,Gonda,Uttar Pradesh,UP,,,
595136,09/05/2021,Sitapur,Uttar Pradesh,UP,,,
595137,09/05/2021,Rampur,Uttar Pradesh,UP,,,
595138,09/05/2021,Banda,Uttar Pradesh,UP,,,
595139,09/05/2021,Lucknow,Uttar Pradesh,UP,,,
595140,09/05/2021,Kanpur Nagar,Uttar Pradesh,UP,,,
595141,09/05/2021,Varanasi,Uttar Pradesh,UP,,,
595142,09/05/2021,Prayagraj,Uttar Pradesh,UP,,,
595143,09/05/2021,Meerut,Uttar Pradesh,UP,,,
595144,09/05/2021,Gautam Buddha Nagar,Uttar Pradesh,UP,,,
595145,09/05/2021,Gorakhpur,Uttar Pradesh,UP,,,
595146,09/05/2021,Ghaziabad,Uttar Pradesh,UP,,,
595147,09/05/2021,Bareilly,Uttar Pradesh,UP,,,
595148,09/05/2021,Moradabad,Uttar Pradesh,UP,,,
595149,09/05/2021,Jhansi,Uttar Pradesh,UP,,,
595150,09/05/2021,Saharanpur,Uttar Pradesh,UP,,,
595151,09/05/2021,Muzaffarnagar,Uttar Pradesh,UP,,,
595152,09/05/2021,Agra,Uttar Pradesh,UP,,,
595153,09/05/2021,Lakhimpur Kheri,Uttar Pradesh,UP,,,
595154,09/05/2021,Ballia,Uttar Pradesh,UP,,,
595155,09/05/2021,Jaunpur,Uttar Pradesh,UP,,,
595156,09/05/2021,Ghazipur,Uttar Pradesh,UP,,,
595157,09/05/2021,Barabanki,Uttar Pradesh,UP,,,
595158,09/05/2021,Mathura,Uttar Pradesh,UP,,,
595159,09/05/2021,Shahjahanpur,Uttar Pradesh,UP,,,
595160,09/05/2021,Rae Bareli,Uttar Pradesh,UP,,,
595161,09/05/2021,Chandauli,Uttar Pradesh,UP,,,
595162,09/05/2021,Sonbhadra,Uttar Pradesh,UP,,,
595163,09/05/2021,Bulandshahr,Uttar Pradesh,UP,,,
595164,09/05/2021,Amroha,Uttar Pradesh,UP,,,
595165,09/05/2021,Unnao,Uttar Pradesh,UP,,,
595166,09/05/2021,Budaun,Uttar Pradesh,UP,,,
595167,09/05/2021,Bijnor,Uttar Pradesh,UP,,,
595168,09/05/2021,Etawah,Uttar Pradesh,UP,,,
595169,09/05/2021,Hardoi,Uttar Pradesh,UP,,,
595170,09/05/2021,Kushinagar,Uttar Pradesh,UP,,,
595171,09/05/2021,Lalitpur,Uttar Pradesh,UP,,,
595172,09/05/2021,Gonda,Uttar Pradesh,UP,,,
595173,09/05/2021,Sitapur,Uttar Pradesh,UP,,,
595174,09/05/2021,Rampur,Uttar Pradesh,UP,,,
595175,09/05/2021,Banda,Uttar Pradesh,UP,,,
595176,09/05/2021,Mirzapur,Uttar Pradesh,UP,,,
595177,09/05/2021,Basti,Uttar Pradesh,UP,,,
595178,09/05/2021,Jalaun,Uttar Pradesh,UP,,,
595179,09/05/2021,Bahraich,Uttar Pradesh,UP,,,
595180,09/05/2021,Shamli,Uttar Pradesh,UP,,,
595181,09/05/2021,Hapur,Uttar Pradesh,UP,,,
595182,09/05/2021,Maharajganj,Uttar Pradesh,UP,,,
595183,09/05/2021,Auraiya,Uttar Pradesh,UP,,,
595184,09/05/2021,Mainpuri,Uttar Pradesh,UP,,,
595185,09/05/2021,Farrukhabad,Uttar Pradesh,UP,,,
595186,09/05/2021,Pilibhit,Uttar Pradesh,UP,,,
595187,09/05/2021,Etah,Uttar Pradesh,UP,,,
595188,09/05/2021,Kannauj,Uttar Pradesh,UP,,,
595189,09/05/2021,Sambhal,Uttar Pradesh,UP,,,
595190,09/05/2021,Amethi,Uttar Pradesh,UP,,,
595191,09/05/2021,Siddharthnagar,Uttar Pradesh,UP,,,
595192,09/05/2021,Firozabad,Uttar Pradesh,UP,,,
595193,09/05/2021,Mau,Uttar Pradesh,UP,,,
595194,09/05/2021,Bhadohi,Uttar Pradesh,UP,,,
595195,09/05/2021,Sant Kabir Nagar,Uttar Pradesh,UP,,,
595196,09/05/2021,Chitrakoot,Uttar Pradesh,UP,,,
595197,09/05/2021,Fatehpur,Uttar Pradesh,UP,,,
595198,09/05/2021,Baghpat,Uttar Pradesh,UP,,,
595199,09/05/2021,Balrampur,Uttar Pradesh,UP,,,
595200,09/05/2021,Kanpur Dehat,Uttar Pradesh,UP,,,
595201,09/05/2021,Hamirpur,Uttar Pradesh,UP,,,
595202,09/05/2021,Kaushambi,Uttar Pradesh,UP,,,
595203,09/05/2021,Mahoba,Uttar Pradesh,UP,,,
595204,09/05/2021,Ambedkar Nagar,Uttar Pradesh,UP,,,
595205,09/05/2021,Kasganj,Uttar Pradesh,UP,,,
595206,09/05/2021,Shrawasti,Uttar Pradesh,UP,,,
